File Name,LPIPS Value
3.tif,0.2004711925983429
5.tif,0.28606706857681274
9.tif,0.10414779186248779
8.tif,0.10529102385044098
1.tif,0.8323789834976196
2.tif,0.06401922553777695
4.tif,0.59542316198349
7.tif,4.264516974217258e-06
6.tif,0.1195075511932373
10.tif,0.22949877381324768
