File Name,LPIPS Value
7.png,0.3374100625514984
3.png,0.31106874346733093
4.png,0.2952820360660553
6.png,0.3156304657459259
9.png,0.3734649419784546
5.png,0.21182844042778015
2.png,0.3209943175315857
10.png,0.4167047142982483
1.png,0.22225479781627655
8.png,0.2725681662559509
