File Name,LPIPS Value (Percentage Of Diff%)
7.png,52.78675556182861
3.png,53.72061729431152
4.png,59.8078191280365
6.png,46.72159254550934
9.png,44.8561817407608
5.png,43.165865540504456
2.png,75.10882019996643
10.png,50.04620552062988
1.png,43.69687736034393
8.png,36.1306756734848
