File Name,LPIPS Value (Percentage Of Diff%)
3.tif,0.00792082937550731
5.tif,0.03209765418432653
9.tif,1.9003836438059807
8.tif,0.5498215556144714
1.tif,3.13335619866848
2.tif,0.0015094436093932018
4.tif,0.010007348464569077
7.tif,0.00042645169742172584
6.tif,0.01033535590977408
10.tif,0.01281498116441071
