File Name,LPIPS Value (Percentage Of Diff%)
3.tif,19.953492283821106
5.tif,28.49184274673462
9.tif,9.121277928352356
8.tif,10.662257671356201
1.tif,79.87983822822571
2.tif,6.394509971141815
4.tif,59.455323219299316
7.tif,0.0
6.tif,11.840389668941498
10.tif,22.91286140680313
